Predator class,Predator order,Predator family,Prey class,Prey order,Prey family,region,reference,as cited in
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Myobatrachidae,Australia,(Cabrera-Guzm†N Et Al. 2015),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Caldas Et Al. 2010),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Ceron Et Al. 2017),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Brazil,(De Oliveira Et Al. 2010),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Dias-Souza Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Fadel Et Al. 2019B),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Fadel Et Al. 2019B),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Brazil,(Fadel Et Al. 2019B),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Brazil,(Fadel Et Al. 2019B),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Fadel Et Al. 2019A),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Fadel Et Al. 2019A),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Brazil,(Fadel Et Al. 2019A),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Figueiredo-De-Andrade Et Al. 2010),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Gambale Et Al. 2014),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Gambale Et Al. 2014),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Brazil,(Gambale Et Al. 2014),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Garda Et Al. 2007),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Brazil,(Giaretta And Menin 2004),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Uruguay,(Gobel Et Al. 2013),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Bufonidae,Costa Rica,(Gonz†Lez-Maya Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Reptilia,Testudines,Emydidae,United States,(Gotte 1992),
Insecta,Hemiptera,Belostomatidae,Reptilia,Testudines,Testudinidae,United States,(Gotte 1992),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Bufonidae,Brazil,(Haddad And Bastos 1997),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Colombia,(Hern†Ndez-Cuadrado And Bernal 2008),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Colombia,(Hern†Ndez-Cuadrado And Bernal 2008),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Colombia,(Hern†Ndez-Cuadrado And Bernal 2008),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Bufonidae,Ecuador,(Heyer And Bellin 1973),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Ecuador,(Heyer And Bellin 1973),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Ecuador,(Heyer And Bellin 1973),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Rhacophoridae,Japan,(Hirai And Hidaka 2002),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Ranidae,Japan,(Hirai And Hidaka 2002),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Ranidae,Japan,(Hirai And Hidaka 2002),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Argentina,(Iglesia Et Al. 2011),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Ivan Et Al. 1993),
Insecta,Hemiptera,Belostomatidae,Amphibia,Urodela,Salamandridae,United States,(Jensen 2017),(Jobe Et Al. 2019)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Kopp Et Al. 2006),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Kopp Et Al. 2006),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Ranidae,United States,(Leidy Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Bufonidae,Mexico,(Luja Et Al. 2008),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Maffei Et Al. 2014),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Bufonidae,United States,(Mccoy 2003),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Japan,(Menin Et Al. 2005),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Venezuela,(Mijares-Urrutia Et Al. 1997),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Reptilia,Testudines,Kinosternidae,United States,(Mitchell And Johnston 2012),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,United States,(Mitchell And Johnston 2013),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Ranidae,United States,(Nauman And Dettlaff 1999),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Argentina,(Nenda Et Al. 2008),
Insecta,Hemiptera,Belostomatidae,Reptilia,Testudines,Geoemydidae,Japan,(Ohba 2011),
Insecta,Hemiptera,Belostomatidae,Reptilia,Squamata,Acrochordidae,United States,(Wilson 1958),(Ohba 2019)
Insecta,Hemiptera,Belostomatidae,Aves,Unknown,Unknown,United States,(Hungerford 1919),(Ohba 2019)
Insecta,Hemiptera,Belostomatidae,Aves,Unknown,Unknown,United States,(Menke 1979),(Ohba 2019)
Insecta,Hemiptera,Belostomatidae,Reptilia,Squamata,Colubridae,Japan,(Mori 2004),(Ohba 2019)
Insecta,Hemiptera,Belostomatidae,Reptilia,Squamata,Colubridae,Japan,(Mori 2004),(Ohba 2019)
Insecta,Hemiptera,Belostomatidae,Reptilia,Squamata,Viperidae,Japan,(Ohba 2012),(Ohba 2019)
Insecta,Hemiptera,Belostomatidae,Actinopterygii,Cypriniformes,Unknown,Japan,(Ohba 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Unknown,Japan,(Ohba 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Unknown,Japan,(Ohba 2019),
Insecta,Hemiptera,Belostomatidae,Actinopterygii,Unknown,Unknown,Japan,(Ohba 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Unknown,United States,(Pennak 1978),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Actinopterygii,Unknown,Unknown,United States,(Pennak 1978),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Mexico,(Pineda 2003),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Pombal Jr 2007),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Pombal Jr 2007),
Insecta,Hemiptera,Belostomatidae,Actinopterygii,Gasterosteiformes,Gasterosteidae,Canada,(Reist 1980),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Rocha Et Al. 2014),
Insecta,Hemiptera,Belostomatidae,Actinopterygii,Cypriniformes,Cyprinidae,United States,(Rondinelli 1993),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Peru,(Rudolf Von May Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Mexico,(Salinas Et Al. 2012),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Bolivia,(Schalk 2010),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Serrano Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Shirgur And Kewalramani 1972),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Shirgur And Kewalramani 1972),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Bufonidae,Brazil,(Silva Et Al. 2017),
Insecta,Hemiptera,Belostomatidae,Reptilia,Squamata,Acrochordidae,unknown,(Smith 1980),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Aves,Charadriidae,Charadriidae,unknown,(Smith 1980),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Actinopterygii,Unknown,Unknown,unknown,(Smith 1980),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Unknown,unknown,(Smith 1980),(Mccormick And Polis 1982)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Argentina,(Taffarel Et Al. 2019),
Insecta,Hemiptera,Belostomatidae,Actinopterygii,Cyprinodontiformes,Poeciliidae,Mexico,(Tobler Et Al. 2007),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Toledo 2003),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Toledo 2003),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Toledo 2003),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Toledo 2003),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Brazil,(Toledo 2003),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Brazil,(Toledo 2003),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Leptodactylidae,Brazil,(Toledo 2003),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Toledo 2005),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Brazil,(Toledo 2005),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Hylidae,Japan,(Toledo 2005),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Ranidae,Japan,(Toledo 2005),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Ranidae,Japan,(Toledo 2005),(Toledo 2005)
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Microhylidae,Brazil,(Yves Et Al. 2018),
Insecta,Hemiptera,Belostomatidae,Amphibia,Anura,Microhylidae,Argentina,(Zaracho 2012),
Insecta,Hemiptera,Corixidae,Actinopterygii,Unknown,Unknown,unknown,(Mills 1967),(Mccormick And Polis 1982)
Insecta,Hemiptera,Nepidae,Actinopterygii,Cypriniformes,Cyprinidae,India,(Ganguly And Mitra 1961),(Mccormick And Polis 1982)
Insecta,Hemiptera,Nepidae,Actinopterygii,Cypriniformes,Cyprinidae,India,(Ganguly And Mitra 1961),(Mccormick And Polis 1982)
Insecta,Hemiptera,Nepidae,Actinopterygii,Gasterosteiformes,Gasterosteidae,Canada,(Reist 1980),(Mccormick And Polis 1982)
Insecta,Hemiptera,Nepidae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Shirgur And Kewalramani 1972),(Mccormick And Polis 1982)
Insecta,Hemiptera,Nepidae,Amphibia,Anura,Hylidae,Japan,(Toledo 2005),(Toledo 2005)
Insecta,Hemiptera,Nepidae,Amphibia,Anura,Rhacophoridae,Japan,(Toledo 2005),(Toledo 2005)
Insecta,Hemiptera,Nepidae,Amphibia,Unknown,Unknown,South Africa,(Wager 1986),(Mccormick And Polis 1982)
Insecta,Hemiptera,Nepidae,Amphibia,Unknown,Unknown,South Africa,(Wager 1986),(Mccormick And Polis 1982)
Insecta,Hemiptera,Notonectidae,Actinopterygii,Cypriniformes,Cyprinidae,Canada,(Berezina 1960),(Mccormick And Polis 1982)
Insecta,Hemiptera,Notonectidae,Actinopterygii,Unknown,Unknown,India,(Julka 1965),(Mccormick And Polis 1982)
Insecta,Hemiptera,Notonectidae,Amphibia,Anura,Scaphiopodidae,United States,(Pomeroy 1982),(Mccormick And Polis 1982)
Insecta,Hemiptera,Notonectidae,Actinopterygii,Gasterosteiformes,Gasterosteidae,Canada,(Reist 1980),(Mccormick And Polis 1982)
Insecta,Hemiptera,Notonectidae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Shirgur And Kewalramani 1972),(Mccormick And Polis 1982)
Insecta,Hemiptera,Notonectidae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Shirgur And Kewalramani 1972),(Mccormick And Polis 1982)
Insecta,Hemiptera,Notonectidae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Shirgur And Kewalramani 1972),(Mccormick And Polis 1982)
Insecta,Hemiptera,Tabanidae,Amphibia,Anura,Pelobatidae,United States,(Jackman Et Al. 1983),(Toledo 2005)
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Sphaerodactylidae,Brazil,(Albuquerque 2019),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Tyrannidae,Brazil,(Bichinski 2015),
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Testudinidae,United States,(Boone Et Al. 1999),
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Emydidae,United States,(Buhlmann And Coffman 2001),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Vireonidae,United States,(Campomizzi Et Al. 2009),
Insecta,Hymenoptera,Formicidae,Amphibia,Anura,Bufonidae,Brazil,(Campos Gomides Et Al. 2011),
Insecta,Hymenoptera,Formicidae,Reptilia,Crocodilia,Alligatoridae,Brazil,(Cintra And Barros 1985),
Insecta,Hymenoptera,Formicidae,Amphibia,Anura,Bufonidae,Australia,(Clerke And Williamson 1992),(Toledo 2005)
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Chelydridae,United States,(Conners 1998),
Insecta,Hymenoptera,Formicidae,Aves,Galliformes,Odontophoridae,United States,(Dabbert Et Al. 2002),
Insecta,Hymenoptera,Formicidae,Aves,Falconiformes,?Falconidae,United States,(Dickinson 1995),
Insecta,Hymenoptera,Formicidae,Aves,Unknown,Unknown,United States,(Drees 1994),
Insecta,Hymenoptera,Formicidae,Amphibia,Anura,Eleutherodactylidae,Costa Rica,(Eisenberg And Leenders 2007),
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Testudinidae,United States,(Epperson And Heise 2003),
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Podocnemididae,Brazil,(Erickson And Baccaro 2016),
Insecta,Hymenoptera,Formicidae,Mammalia,Rodentia,Cricetidae,United States,(Flickinger 1989),
Insecta,Hymenoptera,Formicidae,Amphibia,Urodela,Plethodontidae,United States,(Forester 1979),(Jobe Et Al. 2019)
Insecta,Hymenoptera,Formicidae,Amphibia,Anura,Dendrobatidae,Costa Rica,(Fritz Et Al. 1981),(Toledo 2005)
Insecta,Hymenoptera,Formicidae,Amphibia,Anura,Leptodactylidae,Costa Rica,(Fritz Et Al. 1981),(Toledo 2005)
Insecta,Hymenoptera,Formicidae,Aves,Apodiformes,Trochilidae,Canada,(Grant 1959),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Aves,Apodiformes,Trochilidae,Canada,(Grant 1959),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Viperidae,United States,(Graves 1989),
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Sphaerodactylidae,Brazil,(Gurgel De Sousa And Xavier Freire 2010A),(Schalk And Cove 2018)
Insecta,Hymenoptera,Formicidae,Mammalia,Lagomorpha,Leporidae,United States,(Hill 1969),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Cheloniidae,United States,(Holbrook Et Al. 2019),
Insecta,Hymenoptera,Formicidae,Amphibia,Gymnophiona,Ichthyophiidae,Vietnam,(Jestrzemski And SchÅTz 2016),
Insecta,Hymenoptera,Formicidae,Amphibia,Gymnophiona,Ichthyophiidae,Vietnam,(Jestrzemski And SchÅTz 2016),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Hirundinidae,United States,(Kopachena Et Al. 2000),
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Cheloniidae,United States,(Krahe 2005),
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Cheloniidae,United States,(Krahe 2005),
Insecta,Hymenoptera,Formicidae,Aves,Charadriiformes,Laridae,United States,(Krogh And Schweitzer 1999),
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Testudinidae,United States,(Landers Et Al. 1980),
Insecta,Hymenoptera,Formicidae,Aves,Gruiformes,Rallidae,United States,(Legare And Eddleman 2001),
Insecta,Hymenoptera,Formicidae,Aves,Charadriiformes,Laridae,United States,(Lockley 1995),
Insecta,Hymenoptera,Formicidae,Reptilia,Crocodilia,Alligatoridae,Argentina,(Marc¢ Et Al. 2015),
Insecta,Hymenoptera,Formicidae,Mammalia,Rodentia,Cricetidae,United States,(Masser And Grant 1986),
Insecta,Hymenoptera,Formicidae,Mammalia,Rodentia,Cricetidae,United States,(Masser And Grant 1986),
Insecta,Hymenoptera,Formicidae,Mammalia,Rodentia,muridae,United States,(Masser And Grant 1986),
Insecta,Hymenoptera,Formicidae,Mammalia,Rodentia,muridae,United States,(Masser And Grant 1986),
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Gekkonidae,United States,(Mccallum And Mccallum 2006),
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Colubridae,United States,(Mccormick And Polis 1982),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Emydidae,United States,(Montgomery 1996),
Insecta,Hymenoptera,Formicidae,Aves,Columbiformes,Columbidae,virgin islands,(Nellis Et Al. 1984),(Menezes And Marini 2017)
Insecta,Hymenoptera,Formicidae,Amphibia,Anura,Bufonidae,United States,(P. S. Freed And Neitman 1998),
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Cheloniidae,United States,(Parris Et Al. 2002),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Vireonidae,United States,(Peterson Et Al. 2004),(Menezes And Marini 2017)
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Fringillidae,Brazil,(Pizo 2000),(Menezes And Marini 2017)
Insecta,Hymenoptera,Formicidae,Aves,Galliformes,Odontophoridae,United States,(Rader Et Al. 2007),(Menezes And Marini 2017)
Insecta,Hymenoptera,Formicidae,Reptilia,Crocodilia,Alligatoridae,United States,(Reagan Et Al. 2000),
Insecta,Hymenoptera,Formicidae,Aves,Anseriformes,Anatidae,United States,(Ridlehuber 1982),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Thamnophilidae,Panama,(Robinson And Robinson 2001),
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Gekkonidae,South Africa,(Rose 1962),(Bauer 1990)
Insecta,Hymenoptera,Formicidae,Mammalia,Primates,Cercopithecidae,West Africa,(Savage 1847),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Iguanidae,West Africa,(Savage 1847),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Pythonidae,West Africa,(Savage 1847),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Mammalia,Artiodactyla,Suidae,West Africa,(Savage 1847),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Aves,Galliformes,Unknown,West Africa,(Savage 1847),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Gekkonidae,Brazil,(Sazima 2015),(Schalk And Cove 2018)
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Colubridae,Brazil,(Sazima 2015),
Insecta,Hymenoptera,Formicidae,Amphibia,Anura,Leptodactylidae,Bolivia,(Senzano And Schalk 2013),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Hirundinidae,United States,(Sikes And Arnold 1986),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Vireonidae,United States,(Smith Et Al. 2004),
Insecta,Hymenoptera,Formicidae,Reptilia,Testudines,Testudinidae,United States,(Smith Et Al. 2013),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Vireonidae,United States,(Stake And Cimprich 2003),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Parulidae,United States,(Stake Et Al. 2004),(Menezes And Marini 2017)
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Timaliidae,South Africa,(Steyn 1967),(Mccormick And Polis 1982)
Insecta,Hymenoptera,Formicidae,Amphibia,Anura,Bufonidae,United States,(Thomas And Allen 1997),(Toledo 2005)
Insecta,Hymenoptera,Formicidae,Aves,Galliformes,Odontophoridae,United States,(Wilson And Silvy 1988),
Insecta,Hymenoptera,Formicidae,Aves,Galliformes,Phasianidae,United States,(Wilson And Silvy 1988),
Insecta,Hymenoptera,Formicidae,Aves,Passeriformes,Tyrannidae,United States,(Wilson And Silvy 1988),
Insecta,Hymenoptera,Formicidae,Reptilia,Squamata,Gekkonidae,Malaysia,(Wuertz And Kaiser 2006),
Insecta,Hymenoptera,Formicidae,Amphibia,Anura,Bufonidae,Italy,(Zuffi 2001),(Toledo 2005)
Insecta,Hymenoptera,Formicidae,Aves,Apodiformes,Apodidae,India,(Manchi And Sankaran 2009),
Insecta,Hymenoptera,Vespidae,Aves,Apodiformes,Trochilidae,Canada,(Grant 1959),
Insecta,Hymenoptera,Vespidae,Aves,Passeriformes,Prunellidae,New Zealand,(Moller 1990),
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Alexander 1888),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Allen 1961),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Allen 1961),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Actinopterygii,Cypriniformes,Cyprinidae,India,(Battiston Et Al. 2018),
Insecta,Mantodea,Mantidae,Actinopterygii,Siluriformes,Loricariidae,India,(Battiston Et Al. 2018),
Insecta,Mantodea,Mantidae,Actinopterygii,Cyprinodontiformes,Poeciliidae,India,(Battiston Et Al. 2018),
Insecta,Mantodea,Mantidae,Aves,Unknown,Unknown,Angola,(Beier 1969),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Acrocephalidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Phylloscopidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Phylloscopidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Scotocercidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Scotocercidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Scotocercidae,Spain,(Bigas 2006),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,Trinidad and Tobago,(Bridges 1988),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Reptilia,Squamata,Phrynosomatidae,United States,(Brothers 2008),(Schalk And Cove 2018)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Nectariniidae,India,(Browne 1899),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Tyrannidae,Argentina,(Burmeister 1864),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,unknown,(Butler 1949),(Mccormick And Polis 1982)
Insecta,Mantodea,Mantidae,Amphibia,Urodela,Plethodontidae,Mexico,(Buttenhoff 1995),(Jobe Et Al. 2019)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Carignan 1988),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Conway 1992),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Acrocephalidae,Spain,(Bigas 2006),
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Cettiidae,Spain,(Bigas 2006),
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),
